;;;;;;;;Carrosserie;;;;;;;;;;;;;;;;;;;Moteur;;;;;;;;;;;;;;Transmission et contrôle;;;;Performances;;;;;;;;;Suspension et freins;;;
63581;Kia;Rio;2 génération [restyling];2009;2011;Berline;1.6 AT (112 ch);Berline;5;4250;1695;1470;2500;1470;1460;;;;;1090;155;390;390;560;1650;;Essence;1599;112;à 6 000;145;Distribué injection;Mitoyenne;4;;76,5;87;4;à 4 500;;Automatique;Avant;10;4;SP-95;179;8,7;7,8;10,8;de 520 à 650;EURO IV;45;6,9;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
63582;Kia;Rio;2 génération [restyling];2009;2011;Berline;1.6 MT (112 ch);Berline;5;4250;1695;1470;2500;1470;1460;;;;;1073;155;390;390;577;1650;;Essence;1599;112;à 6 000;145;Distribué injection;Mitoyenne;4;;76,5;87;4;à 4 500;;Mécanique;Avant;10;5;SP-95;192;8,4;7,6;10,3;de 540 à 690;EURO IV;45;6,5;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
63583;Kia;Rio;2 génération [restyling];2009;2011;Hatchback;1.4 AT (97 ch);Hayon;5;3990;1695;1470;2500;1470;1460;;;;;1080;155;1107;270;550;1580;;Essence;1399;97;à 6 000;125;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 4 700;;Automatique;Avant;9,84;4;SP-95;168;9,5;7,2;14,5;de 470 à 780;EURO IV;45;5,8;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
63584;Kia;Rio;2 génération [restyling];2009;2011;Hatchback;1.4 MT (97 ch);Hayon;5;3990;1695;1470;2500;1470;1460;;;;;1064;155;1107;270;516;1580;;Essence;1399;97;à 6 000;125;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 4 700;;Mécanique;Avant;9,84;5;SP-95;173;7,9;6,2;12,3;de 570 à 870;EURO IV;45;5,2;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
63585;Kia;Rio;2 génération [restyling];2009;2011;Hatchback;1.5 CRDi MT (110 ch);Hayon;5;3990;1695;1470;2500;1470;1460;;;;;1146;155;1107;270;504;1650;;Diesel;1493;110;à 4 000;235;Common Rail;Mitoyenne;4;Turbo;75;84,5;4;de 1 900 à 2 750;Il ya;Mécanique;Avant;9,84;5;DT;176;5,4;4,5;11,5;de 830 à 1 100;EURO IV;45;4,1;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
63586;Kia;Rio;2 génération [restyling];2009;2011;Hatchback;1.6 AT (112 ch);Hayon;5;3990;1695;1470;2500;1470;1460;;;;;1101;155;1107;270;499;1600;;Essence;1599;112;à 6 000;146;Distribué injection;Mitoyenne;4;;76,5;87;4;à 4 500;;Automatique;Avant;9,84;4;SP-95;173;9,8;7,2;12;de 460 à 790;EURO IV;45;5,7;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
63587;Kia;Rio;2 génération [restyling];2009;2011;Hatchback;1.6 MT (112 ch);Hayon;5;3990;1695;1470;2500;1470;1460;;;;;1079;155;1107;270;501;1580;;Essence;1599;112;à 6 000;146;Distribué injection;Mitoyenne;4;;76,5;87;4;à 4 500;;Mécanique;Avant;9,84;5;SP-95;188;8,4;6,5;10,2;de 540 à 830;EURO IV;45;5,4;Disques ventilés;Tambour;Indépendante, Rack Macpherson, ressort;Poutre de torsion, ressort
18715;Kia;Rio;3 génération;2011;2015;Berline 4-portes;1.4 AT (107 ch);Berline;5;4370;1700;1470;2570;1495;1502;;;;;1140;160;500;500;;1565;;Essence;1396;107;à 6 300;135;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 5 000;;Automatique;Avant;10,4;4;SP-92;175;8,5;6,4;13,5;de 510 à 830;EURO IV;43;5,2;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
18716;Kia;Rio;3 génération;2011;2015;Berline 4-portes;1.4 MT (107 ch);Berline;5;4370;1700;1470;2570;1495;1502;;;;;1115;160;500;500;;1565;;Essence;1396;107;à 6 300;135;Distribué injection;Mitoyenne;4;;;;4;à 5 000;;Mécanique;Avant;10,4;5;SP-92;190;7,6;5,9;11,5;de 570 à 880;EURO IV;43;4,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
18718;Kia;Rio;3 génération;2011;2015;Berline 4-portes;1.6 6AT (123 ch);Berline;5;4370;1700;1470;2570;1495;1502;;;;;1079;160;500;500;;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Automatique;Avant;10,4;6;SP-92;185;8,5;6,4;11,2;de 510 à 830;EURO IV;43;5,2;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
177325;Kia;Rio;3 génération;2011;2015;Berline 4-portes;1.6 6MT (123 ch);Berline;5;4370;1700;1470;2570;1495;1502;;;;;1059;160;500;500;;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Mécanique;Avant;10,4;6;SP-92;190;7,6;5,9;10,3;de 570 à 880;EURO IV;43;4,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
18717;Kia;Rio;3 génération;2011;2015;Berline 4-portes;1.6 AT (123 ch);Berline;5;4370;1700;1470;2570;1495;1502;;;;;1140;160;500;500;;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Automatique;Avant;10,4;4;SP-92;180;8,6;6,5;11,2;de 500 à 830;EURO IV;43;5,2;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
18719;Kia;Rio;3 génération;2011;2015;Berline 4-portes;1.6 MT (123 ch);Berline;5;4370;1700;1470;2570;1495;1502;;;;;1115;160;500;500;;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Mécanique;Avant;10,4;5;SP-92;190;7,9;6;10,3;de 540 à 880;EURO IV;43;4,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
18723;Kia;Rio;3 génération;2011;2015;Hatchback 5-portes;1.4 AT (107 ch);Hayon;5;4120;1700;1470;2570;1495;1502;;;;;1070;160;389;389;495;1565;;Essence;1396;107;à 6 300;135;Distribué injection;Mitoyenne;4;;;;4;à 5 000;;Automatique;Avant;10,4;4;SP-92;168;8,5;6,4;13,5;de 510 à 830;EURO IV;43;5,2;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
18724;Kia;Rio;3 génération;2011;2015;Hatchback 5-portes;1.4 MT (107 ch);Hayon;5;4120;1700;1470;2570;1495;1502;;;;;1045;160;389;389;520;1565;;Essence;1396;107;à 6 300;135;Distribué injection;Mitoyenne;4;;;;4;à 5 000;;Mécanique;Avant;10,4;5;SP-92;185;7,6;5,9;11,6;de 570 à 880;EURO IV;43;4,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, ressort
18727;Kia;Rio;3 génération;2011;2015;Hatchback 5-portes;1.6 6AT (123 ch);Hayon;5;4120;1700;1470;2570;1495;1502;;;;;1079;160;389;389;486;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Automatique;Avant;10,4;6;SP-92;185;8,5;6,4;11,2;de 510 à 830;EURO IV;43;5,2;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
18729;Kia;Rio;3 génération;2011;2015;Hatchback 5-portes;1.6 6MT (123 ch);Hayon;5;4120;1700;1470;2570;1495;1502;;;;;1059;160;389;389;506;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Mécanique;Avant;10,4;6;SP-92;190;7,6;5,9;10,3;de 570 à 880;EURO IV;43;4,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
18726;Kia;Rio;3 génération;2011;2015;Hatchback 5-portes;1.6 AT (123 ch);Hayon;5;4120;1700;1470;2570;1495;1502;;;;;1145;160;389;389;420;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Automatique;Avant;10,4;4;SP-92;178;8,6;6,5;11,3;de 500 à 830;EURO IV;43;5,2;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
18728;Kia;Rio;3 génération;2011;2015;Hatchback 5-portes;1.6 MT (123 ch);Hayon;5;4120;1700;1470;2570;1495;1502;;;;;1120;160;389;389;445;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Mécanique;Avant;10,4;5;SP-92;188;7,9;6;10,4;de 540 à 880;EURO IV;43;4,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
108249;Kia;Rio;3 génération [restyling];2015;2017;Berline;1.4 AT (107 ch);Berline;5;4377;1700;1470;2570;1495;1502;;;;;1075;160;500;500;525;1565;;Essence;1396;107;à 6 300;135;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 5 000;;Automatique;Avant;10,4;4;SP-92;170;8,5;6,4;13,5;de 510 à 830;EURO IV;43;5,2;Disque;Tambour;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
108250;Kia;Rio;3 génération [restyling];2015;2017;Berline;1.4 MT (107 ch);Berline;5;4377;1700;1470;2570;1495;1502;;;;;1055;160;500;500;500;1565;;Essence;1396;107;à 6 300;135;Distribué injection;Mitoyenne;4;;;;4;à 5 000;;Mécanique;Avant;10,4;5;SP-92;190;7,6;5,9;11,5;de 570 à 880;EURO IV;43;4,9;Disque;Tambour;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
108251;Kia;Rio;3 génération [restyling];2015;2017;Berline;1.6 AT (123 ch);Berline;5;4377;1700;1470;2570;1495;1502;;;;;1079;160;500;500;486;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Automatique;Avant;10,4;6;SP-92;185;8,5;6,4;11,2;de 510 à 830;EURO IV;43;5,2;Disque;Tambour;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
108252;Kia;Rio;3 génération [restyling];2015;2017;Berline;1.6 MT (123 ch);Berline;5;4377;1700;1470;2570;1495;1502;;;;;1059;160;500;500;506;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Mécanique;Avant;10,4;6;SP-92;190;7,6;5,9;10,3;de 570 à 880;EURO IV;43;4,9;Disque;Tambour;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
111113;Kia;Rio;3 génération [restyling];2015;2017;Hatchback;1.4 AT (107 ch);Hayon;5;4125;1700;1470;2570;1495;1502;;;;;1075;160;389;389;525;1565;;Essence;1396;107;à 6 300;135;Distribué injection;Mitoyenne;4;;75,5;78,1;4;à 5 000;;Automatique;Avant;10,4;4;SP-92;168;8,5;6,4;13,6;de 510 à 830;EURO IV;43;5,2;Disque;Tambour;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
111114;Kia;Rio;3 génération [restyling];2015;2017;Hatchback;1.4 MT (107 ch);Hayon;5;4125;1700;1470;2570;1495;1502;;;;;1055;160;389;389;500;1565;;Essence;1396;107;à 6 300;135;Distribué injection;Mitoyenne;4;;;;4;à 5 000;;Mécanique;Avant;10,4;5;SP-92;185;7,6;5,9;11,6;de 570 à 880;EURO IV;43;4,9;Disque;Tambour;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
111115;Kia;Rio;3 génération [restyling];2015;2017;Hatchback;1.6 AT (123 ch);Hayon;5;4125;1700;1470;2570;1495;1502;;;;;1079;160;500;500;486;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Automatique;Avant;10,4;6;SP-92;185;8,5;6,4;11,2;de 510 à 830;EURO IV;43;5,2;Disque;Tambour;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
111116;Kia;Rio;3 génération [restyling];2015;2017;Hatchback;1.6 MT (123 ch);Hayon;5;4125;1700;1470;2570;1495;1502;;;;;1059;160;500;500;506;1565;;Essence;1591;123;à 6 300;155;Distribué injection;Mitoyenne;4;;;;4;à 4 200;;Mécanique;Avant;10,4;6;SP-92;190;7,6;5,9;10,3;de 570 à 880;EURO IV;43;4,9;Disque;Tambour;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
235452;Kia;Rio;4 génération;2016;2018;Berline;1.4 AT (100 ch);Berline;5;4400;1740;1470;2600;;;;;;;1182;160;480;480;418;1600;;Essence;1368;100;à 6 000;132;Distribué injection;Mitoyenne;4;;72;84;4;à 4 000;;Automatique;Avant;;6;SP-92;183;8,5;6,4;12,9;de 590 à 980;EURO V;50;5,1;Disque;Tambour;Indépendante, L'élément hydraulique, Rack Macpherson, Amortisseurs, ressort, La barre stabilisatrice;Semi-réglable
235453;Kia;Rio;4 génération;2016;2018;Berline;1.4 MT (100 ch);Berline;5;4400;1740;1470;2600;;;;;;;1150;160;480;480;410;1560;;Essence;1368;100;à 6 000;132;Distribué injection;Mitoyenne;4;;72;84;4;à 4 000;;Mécanique;Avant;;6;SP-92;185;7,2;5,7;12,2;de 690 à 1 040;EURO V;50;4,8;Disque;Tambour;Indépendante, L'élément hydraulique, Rack Macpherson, Amortisseurs, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
235454;Kia;Rio;4 génération;2016;2018;Berline;1.6 AT (123 ch);Berline;5;4400;1740;1470;2600;;;;;;;1198;160;480;480;412;1610;;Essence;1591;123;à 6 300;151;Distribué injection;Mitoyenne;4;;77;85,4;4;à 4 850;;Automatique;Avant;;6;SP-92;192;8,9;6,1;11,2;de 560 à 940;EURO V;50;5,3;Disque;Disque;Indépendante, L'élément hydraulique, Rack Macpherson, Amortisseurs, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
235455;Kia;Rio;4 génération;2016;2018;Berline;1.6 MT (123 ch);Berline;5;4400;1740;1470;2600;;;;;;;1160;160;480;480;420;1580;;Essence;1591;123;à 6 300;151;Distribué injection;Mitoyenne;4;;77;85,4;4;à 4 850;;Mécanique;Avant;;6;SP-92;193;8;6;10,3;de 630 à 1 040;EURO V;50;4,8;Disque;Tambour;Indépendante, L'élément hydraulique, Rack Macpherson, Amortisseurs, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
237313;Kia;Rio;4 génération;2016;2018;Hatchback 5-portes;1.0 T-GDI MT (100 ch);Hayon;5;4065;1725;1450;2580;1518;1524;;;;;1155;;1103;325;445;1600;;Essence;998;100;à 4 500;172;Injection directe;Mitoyenne;3;Turbo;71;84;4;de 1 500 à 4 000;;Mécanique;Avant;10,2;5;SP-95;186;5,2;4,5;10,7;de 870 à 1 100;EURO VI;45;4,1;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux
237314;Kia;Rio;4 génération;2016;2018;Hatchback 5-portes;1.0 T-GDI MT (120 ch);Hayon;5;4065;1725;1450;2580;1518;1524;;;;;1160;;1103;325;460;1620;;Essence;998;120;à 6 000;172;Injection directe;Mitoyenne;3;Turbo;71;84;4;de 1 500 à 4 000;;Mécanique;Avant;10,2;6;SP-95;190;5,6;4,7;10,2;de 800 à 1 070;EURO VI;45;4,2;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux
237315;Kia;Rio;4 génération;2016;2018;Hatchback 5-portes;1.2 MT (84 ch);Hayon;5;4065;1725;1450;2580;1518;1524;;;;;1110;;1103;325;450;1560;;Essence;1248;84;à 6 000;122;Distribué injection;Mitoyenne;4;;71;78,8;4;à 4 000;;Mécanique;Avant;10,2;5;SP-95;173;6;4,8;12,9;de 750 à 1 100;EURO VI;45;4,1;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux
237316;Kia;Rio;4 génération;2016;2018;Hatchback 5-portes;1.4 AT (99 ch);Hayon;5;4065;1725;1450;2580;1518;1524;;;;;1158;;1103;325;442;1600;;Essence;1368;99;à 6 000;133;Distribué injection;Mitoyenne;4;;72;84;4;à 4 000;;Automatique;Avant;10,2;4;SP-95;166;8,2;6,1;13,9;de 550 à 920;EURO VI;45;4,9;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux
237318;Kia;Rio;4 génération;2016;2018;Hatchback 5-portes;1.4 CRDi MT (77 ch);Hayon;5;4065;1725;1450;2580;1518;1524;;;;;1230;;1103;325;450;1680;;Diesel;1396;77;à 4 000;240;Common Rail;Mitoyenne;4;Turbo;75;79;4;de 1 500 à 2 000;;Mécanique;Avant;10,2;6;DT;165;4,2;3,5;14;de 1 070 à 1 450;EURO VI;45;3,1;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux
237317;Kia;Rio;4 génération;2016;2018;Hatchback 5-portes;1.4 CRDi MT (90 ch);Hayon;5;4065;1725;1450;2580;1518;1524;;;;;1230;;1103;325;450;1680;;Diesel;1396;90;à 4 000;240;Common Rail;Mitoyenne;4;Turbo;75;79;4;de 1 500 à 2 000;;Mécanique;Avant;10,2;6;DT;175;4,3;3,8;12;de 1 050 à 1 320;EURO VI;45;3,4;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux
237319;Kia;Rio;4 génération;2016;2018;Hatchback 5-portes;1.4 MT (99 ch);Hayon;5;4065;1725;1450;2580;1518;1524;;;;;1130;;1103;325;450;1580;;Essence;1368;99;à 6 000;133;Distribué injection;Mitoyenne;4;;72;84;4;à 4 000;;Mécanique;Avant;10,2;6;SP-95;175;6,3;5;12,2;de 710 à 1 050;EURO VI;45;4,3;Disques ventilés;Disque;Indépendante, Rack Macpherson, Amortisseurs, Ressorts hélicoïdaux, La barre stabilisatrice;Semi-réglable, Poutre de torsion, Amortisseurs, Ressorts hélicoïdaux
236047;Kia;Rio;4 génération;2016;2018;X-Line hayon 5-portes;1.4 AT (100 ch);Hayon;5;4240;1740;1470;2600;;;;;;;1187;170;390;390;423;1610;;Essence;1368;100;à 6 000;132;Distribué injection;Mitoyenne;4;;72;84;4;à 4 000;;Automatique;Avant;;6;SP-92;174;8,6;6,5;13,4;de 580 à 930;EURO V;50;5,4;Disque;Tambour;Indépendante, L'élément hydraulique, Rack Macpherson, Amortisseurs, ressort, La barre stabilisatrice;Semi-réglable
236048;Kia;Rio;4 génération;2016;2018;X-Line hayon 5-portes;1.4 MT (100 ch);Hayon;5;4240;1740;1470;2600;;;;;;;1155;170;390;390;415;1570;;Essence;1368;100;à 6 000;132;Distribué injection;Mitoyenne;4;;72;84;4;à 4 000;;Mécanique;Avant;;6;SP-92;176;7,4;5,9;12,6;de 680 à 1 000;EURO V;50;5;Disque;Tambour;Indépendante, L'élément hydraulique, Rack Macpherson, Amortisseurs, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
236049;Kia;Rio;4 génération;2016;2018;X-Line hayon 5-portes;1.6 AT (123 ch);Hayon;5;4240;1740;1470;2600;;;;;;;1203;170;390;390;417;1620;;Essence;1591;123;à 6 300;151;Distribué injection;Mitoyenne;4;;77;85,4;4;à 4 850;;Automatique;Avant;;6;SP-92;183;8,9;6,8;11,6;de 560 à 890;EURO V;50;5,6;Disque;Disque;Indépendante, L'élément hydraulique, Rack Macpherson, Amortisseurs, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, ressort
236050;Kia;Rio;4 génération;2016;2018;X-Line hayon 5-portes;1.6 MT (123 ch);Hayon;5;4240;1740;1470;2600;;;;;;;1175;170;390;390;415;1590;;Essence;1591;123;à 6 300;151;Distribué injection;Mitoyenne;4;;77;85,4;4;à 4 850;;Mécanique;Avant;;6;SP-92;184;8,7;6,6;10,7;de 570 à 930;EURO V;50;5,4;Disque;Tambour;Indépendante, L'élément hydraulique, Rack Macpherson, Amortisseurs, ressort, La barre stabilisatrice;Semi-réglable, L'élément hydraulique, Amortisseurs, ressort
212938;Kia;Rondo;1 génération;2007;2010;Minivan;2.4 AT (165 ch);Monospace;5;4547;1820;1700;2700;1575;1570;;;;;1512;155;1650;322;;;;Essence;2359;165;à 5 800;222;Distribué injection;Mitoyenne;4;;88;97;4;à 4 250;;Automatique;Avant;11;4;SP-95;190;11,2;9,8;10,4;de 490 à 680;;55;8,1;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Indépendante, Multibras, ressort, La barre stabilisatrice
212937;Kia;Rondo;1 génération;2007;2010;Minivan;2.4 AT (169 ch);Monospace;5;4547;1820;1700;2700;1575;1570;;;;;1545;155;1650;322;;;;Essence;2359;169;à 6 000;220;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;11;4;SP-95;197;11,8;10,7;10,6;de 470 à 630;;55;8,7;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Indépendante, Multibras, ressort, La barre stabilisatrice
212936;Kia;Rondo;1 génération;2007;2010;Minivan;2.4 AT (177 ch);Monospace;5;4547;1820;1700;2700;1575;1570;;;;;1545;155;1650;322;;;;Essence;2359;177;à 6 000;229;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;11;4;SP-95;199;11,8;10,7;10,1;de 470 à 630;;55;8,7;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Indépendante, Multibras, ressort, La barre stabilisatrice
212940;Kia;Rondo;1 génération;2007;2010;Minivan;2.7 AT (185 ch);Monospace;5;4547;1820;1700;2700;1575;1570;;;;;1562;155;1650;322;;;;Essence;2656;185;à 6 000;247;Distribué injection;En V;6;;86,7;75;4;à 4 000;;Automatique;Avant;11;5;SP-95;205;11,8;10,2;8,7;de 470 à 630;;55;8,7;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Indépendante, Multibras, ressort, La barre stabilisatrice
212939;Kia;Rondo;1 génération;2007;2010;Minivan;2.7 AT (194 ch);Monospace;5;4547;1820;1700;2700;1575;1570;;;;;1596;155;1650;322;;;;Essence;2656;194;à 6 000;250;Distribué injection;En V;6;;86,7;75;4;à 4 500;;Automatique;Avant;11;5;SP-95;206;13,1;11,2;8,7;de 420 à 610;;55;9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Indépendante, Multibras, ressort, La barre stabilisatrice
212934;Kia;Rondo;1 génération [restyling];2010;2012;Minivan;2.4 AT (169 ch);Monospace;5;4547;1820;1700;2700;1575;1570;;;;;1545;155;1650;322;;;;Essence;2359;169;à 6 000;220;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;11;4;SP-95;197;11,8;10,7;10,6;de 470 à 630;;55;8,7;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Indépendante, Multibras, ressort, La barre stabilisatrice
212933;Kia;Rondo;1 génération [restyling];2010;2012;Minivan;2.4 AT (177 ch);Monospace;5;4547;1820;1700;2700;1575;1570;;;;;1545;155;1650;322;;;;Essence;2359;177;à 6 000;229;Distribué injection;Mitoyenne;4;;88;97;4;à 4 000;;Automatique;Avant;11;4;SP-95;199;11,8;10,7;10,1;de 470 à 630;;55;8,7;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Indépendante, Multibras, ressort, La barre stabilisatrice
212935;Kia;Rondo;1 génération [restyling];2010;2012;Minivan;2.7 AT (194 ch);Monospace;5;4547;1820;1700;2700;1575;1570;;;;;1596;155;1650;322;;;;Essence;2656;194;à 6 000;250;Distribué injection;En V;6;;86,7;75;4;à 4 500;;Automatique;Avant;11;5;SP-95;206;13,1;11,2;8,7;de 420 à 610;;55;9;Disques ventilés;Disque;Indépendante, Rack Macpherson, ressort, La barre stabilisatrice;Indépendante, Multibras, ressort, La barre stabilisatrice
